User ID,Name,Email,Interests,Age,Address,Device,Duration
2aae6657-1214-4119-8cde-6b0dc5cd5529,Christopher Gipson,CG@gmail.com,"['healthy eating', 'dogs', 'science', 'soccer']",40,"189 Heidi Glen
Fisherborough, KS 37123",Microsoft,92
002cd824-10f2-447c-8d1c-940325a1cdf4,Deborah Eastes,DE@gmail.com,"['food', 'soccer', 'public speaking', 'public speaking']",5,"891 Anderson Point
Port Brooke, ID 74539",Huawei,51
0c347562-ce55-450b-91ab-0707662b36f5,Julia Rivera,JR@gmail.com,"['animals', 'culture']",35,"371 Crawford Cliffs
Welchmouth, LA 19265",HTC,78
b143cd2b-20b1-4e9c-9bb7-cfb359b33d01,Judy Cobbley,JC@gmail.com,['soccer'],36,"19989 Gina Burgs Suite 207
Johnsonmouth, NV 87900",Samsung,44
3f2d07e5-3604-4873-9737-bb44340773d8,Shawn Landau,SL@gmail.com,['fitness'],26,"USNV Brown
FPO AE 46644",Motorola,54
7918d465-0953-4f20-9e28-539e74c82e2f,Lesley Franich,LF@gmail.com,"['animals', 'dogs', 'travel']",5,"655 Jessica Valleys Apt. 029
Wilsonmouth, OH 61668",Apple,79
9e9c6089-692f-406c-afee-50f62c127e9d,Brandon Portillo,BPssplwxufql,"['tennis', 'travel', 'science', 'education']",16,"USS Hahn
FPO AA 69593",Apple,58
fd7396b2-a18b-449c-b326-e676aebd7776,Douglas Colon,DC@gmail.com,['veganism'],41,"982 Jones Stream Apt. 637
Aliceton, OR 78687",Motorola,26
9dcb5fd8-9e7f-40d3-bd1d-edf33ecf6388,Jorge Oglesby,JO@gmail.com,"['food', 'animals', 'science', 'soccer']",33,"65767 John Stravenue
North Thomasbury, WA 51467",Samsung,89
dab237a2-dcc9-4322-a9b6-b2d16ee38c78,Raymond Whitley,RW@gmail.com,"['healthy eating', 'healthy eating']",8,"01459 Ross Parkways Apt. 126
Haynesshire, MT 71948",HTC,21
1932a904-86ba-4438-bb52-b7e6516a4019,Louise Laramore,LL@gmail.com,['dogs'],20,"209 Christina Valleys
West Jason, OK 13984",Motorola,42
877ce8ba-564f-4b86-9cdc-94a93d9a7997,Javier Johnson,JJ@gmail.com,"['soccer', 'culture', 'tennis', 'culture']",3,"29756 Frances Inlet
Sarahborough, NJ 69740",Apple,99
7d624010-a0e7-455b-a606-48c5c467dd80,Larry Mcgee,LM@gmail.com,"['food', 'animals']",23,"190 Weaver Shores Apt. 074
Guzmanmouth, DC 40739",Huawei,19
0871bb31-3d6e-4e4c-ab19-95a262cac0d4,Jose Pankratz,JP@gmail.com,['science'],2,"112 Silva Station
Port Sheilafort, IA 35620",Samsung,14
f9ecf6a2-8402-43b3-bf22-8cd54394ea02,David Pujols,DP@gmail.com,['veganism'],28,"282 David Cliffs
Lake Savannah, WA 21990",Huawei,56
132b1407-16fa-48f8-8112-3e426974bbb7,Leonard Lavigne,LL@gmail.com,"['healthy eating', 'cooking']",11,"739 Charles Garden
Michellemouth, KS 19336",Google,17
b9480379-4b96-412c-8dca-96fff9ae81a3,Everett Vance,EV@gmail.com,"['food', 'soccer', 'healthy eating']",21,"0538 David Roads
Fergusonmouth, MD 32236",Google,40
fe15963d-0a77-4247-9bc6-04e146b826b2,Gary Scott,GS@gmail.com,"['food', 'tennis']",38,"187 Renee Canyon Suite 879
Lake Brianaberg, AL 34115",Motorola,8
69527334-c362-47df-87fc-5e2b5e2605e5,Gilbert Faire,GF@gmail.com,"['travel', 'tennis']",38,"8905 Taylor Squares
Mahoneyview, OK 75053",HTC,15
6e98e5c2-b7d7-4915-bb20-d01a42d29dee,William Cunningham,WC@gmail.com,['travel'],18,"495 Eddie Plains
Hoganside, TN 74210",Microsoft,77
90e2caab-9daa-4bf0-8104-c25e6c70c59d,Kecia Jensen,KJ@gmail.com,"['cooking', 'travel', 'animals']",33,"49297 Logan Forge Suite 391
Port Tyler, OK 30237",HTC,15
43dc107a-bd3f-4cfe-96f7-8d17ca485bc2,Ernest Pangallo,EP@gmail.com,['education'],32,"537 Jessica Crescent
East Christinafort, OR 26165",Motorola,70
85a3acae-0e71-49f4-a6ee-13d3df1f4962,John Neal,JN@gmail.com,['public speaking'],9,"7523 Pierce Motorway Apt. 648
Lopeztown, WV 43348",Microsoft,89
4cff698b-def1-497c-a78e-75058de67fe8,Sarah Lococo,SL@gmail.com,['animals'],38,"38904 Nguyen Lock Suite 118
Lake Robert, CA 25680",Huawei,74
5ffd8b51-164e-47e2-885e-8b8c46eb63ed,Ruth Nemoede,RN@gmail.com,['science'],0,"PSC 9038, Box 4090
APO AP 52456",Huawei,98
95023c1b-04b7-4efd-ab34-61a4a70bb9d8,Arthur Wittmer,AW@gmail.com,"['studying', 'public speaking', 'travel', 'studying']",5,"038 Roy Port Suite 983
Charlesstad, MT 64615",HTC,54
2026ccb6-77b2-494c-9b6b-a5d32aa86776,James Pao,JP@gmail.com,"[0, 1, 2, 3]",24,"2908 Martha Drive
West Travisport, KY 02699",Google,90
ad9f5c2f-aa30-4baf-b084-56b1a4b63b09,Roberta Harris,RH@gmail.com,"['public speaking', 'technology', 'science']",16,"3846 Maynard Estates Suite 429
Andrewmouth, MD 84230",Microsoft,6
7bf3ce80-784e-42a0-b06a-dbbd1e31a9b7,Norma George,NG@gmail.com,['dogs'],8,"76066 Darren Village
Port Tammie, MI 63748",HTC,58
92b87fa5-f271-43e0-af66-84fac21052e6,Myrtis Clark,MC@gmail.com,['cooking'],30,"0574 Elizabeth Road Suite 512
East Candiceville, ND 76242",Huawei,11
ed1c744d-8561-4b41-b83c-7bf554fbca97,Martha Heaps,MH@gmail.com,"['science', 'education']",10,"PSC 8622, Box 3896
APO AP 71913",Apple,90
e8c9386c-8fbc-40cc-9587-ccb912ec5c10,Maryann Gillis,MG@gmail.com,['food'],36,"32252 Allen Land
West Angelatown, TX 49832",Huawei,74
df1e7940-d514-40aa-af3a-e742792c4b5e,William Schoen,WS@gmail.com,"['veganism', 'science']",15,"138 Bennett Viaduct
North Barrymouth, NH 82285",Samsung,73
6e9c7f30-264a-4aa0-b3ac-36e852d10906,Linda Zettlemoyer,LZ@gmail.com,"['healthy eating', 'healthy eating', 'food']",25,"PSC 2768, Box 0408
APO AA 38458",Microsoft,2
69fcad9e-45a9-4189-b7e1-96b26c57c542,Norbert Hudnell,NH@gmail.com,"['animals', 'fitness', 'fitness']",34,"38435 Dominguez Views Suite 347
Kellystad, WI 07929",Huawei,56
094fbe49-da84-4445-9d28-7fc5f593f5ad,Susan Dodd,SD@gmail.com,"['studying', 'science', 'veganism', 'public speaking']",36,"682 Michelle Forge Apt. 257
Port Brandon, WY 73810",HTC,35
ec2729db-9794-466e-93ba-a19402e16bef,Johnny Nghe,JN@gmail.com,"['fitness', 'fitness']",5,"5622 Ruiz Squares Apt. 927
Ellenview, NE 76223",Motorola,27
ddd079a8-00dd-4aab-9551-11961171db16,Edward Kettler,EK@gmail.com,['public speaking'],17,"088 Smith Via Suite 090
Danielmouth, SC 45333",HTC,83
d97f6964-a2d4-4d55-8f3d-5b4aac2f569f,Erin Stanley,ES@gmail.com,['public speaking'],34,"3073 Brett Bridge Apt. 897
Lake Thomasfurt, VT 78445",Huawei,85
9ed68c70-13fd-4346-808f-2665943c46d6,Maritza Kahola,MK@gmail.com,"['soccer', 'science', 'healthy eating', 'healthy eating']",0,"Unit 8003 Box 5162
DPO AP 61225",Huawei,19
9b6d35f9-5e15-4cd0-a8d7-b1f3340e02c4,Donna Valdovinos,DV@gmail.com,"['animals', 'animals', 'dogs']",23,"0090 Adams Viaduct
New Benjamin, VT 75869",HTC,19
6fd58dea-315a-4ab2-8023-424a6ff455cd,Elaine Brown,EB@gmail.com,"['food', 'tennis']",28,"87776 Rachel Plains Suite 992
Port Williamville, OH 33676",sbnnz,73
35d6a1f3-e358-4d4b-8074-05f3b7f35c2a,Oscar Gilman,OG@gmail.com,"['cooking', 'culture', 'studying', 'tennis']",32,"2846 Jones Field
Leeberg, ME 29721",Motorola,67
e3417115-6e56-4f55-a4ae-70353582a8c4,John Polsgrove,JP@gmail.com,"['healthy eating', 'public speaking']",6,"3645 Jacob Rapid Suite 379
Martinside, AK 05542",Motorola,46
9d0a0b94-b081-40d7-bf56-6f8f4750dbaf,Raymond Wander,RW@gmail.com,"['studying', 'science']",16,"24312 Martin Views
Marytown, AZ 15304",Microsoft,10
29ba1f29-2e45-41bd-9c43-05d0dae6c1c6,Katherine Riffle,KR@gmail.com,['technology'],36,"305 Gutierrez Forks
Mayborough, FL 20709",Motorola,88
0c5b0547-820a-4beb-832e-3162f74ccfa7,Rebecca Morrison,RMnemqyjpmju,['tennis'],17,"000 Melissa Fields
Michelleview, AR 95265",Motorola,53
48e26178-5cdd-4568-9990-d3bc5937910b,Benjamin Baker,BB@gmail.com,"['fitness', 'technology', 'veganism']",43,"12492 Harris Underpass Apt. 319
Larryfurt, OH 30726",Huawei,73
40e643fb-369c-4ecb-beb7-810114f331fa,William Haynes,WH@gmail.com,"['dogs', 'soccer']",14,"46924 Scott Trafficway
Dalemouth, SD 70346",Huawei,78
8fe167eb-3c69-459a-b32d-b030b942eab4,Alison Brady,AB@gmail.com,"['travel', 'food', 'technology', 'culture']",1,"501 Sherry Junction
Reynoldsview, MN 89430",HTC,62
0a1cde57-79ab-4c61-b664-1d3b290b43cf,Tara Cruz,TC@gmail.com,['public speaking'],14,"5003 Potter Alley
Lake Meredith, NH 92634",Google,68
6ecb39b1-8f85-44f1-b2f3-0cffcba4d731,Clifford Hebert,CH@gmail.com,"['animals', 'travel', 'travel']",22,"181 Kristen Estates
Hullchester, OH 44577",HTC,19
b6d04982-1509-41ab-a700-b390d6cb4d02,Michelle Limerick,ML@gmail.com,"['tennis', 'fitness']",39,"3817 Brittany Knoll Suite 377
Danieltown, NY 07981",Google,95
d55f3314-96cc-4a5d-b650-f43f094cd3c3,Ruben Herring,RH@gmail.com,"['tennis', 'healthy eating', 'cooking', 'tennis']",36,"20863 Adams Turnpike Apt. 181
Lake Michelle, OK 08049",Google,50
7b7b5825-2ae1-4119-99a7-e638f13267a0,Raymond Schmidt,RS@gmail.com,"['cooking', 'technology', 'public speaking', 'tennis']",15,"Unit 0551 Box 4181
DPO AA 15539",Huawei,77
f182f7d5-e202-4e89-832e-02205dd2ff02,Alice Oh,AO@gmail.com,"['cooking', 'technology', 'food']",32,"778 Cook Trail
Carrollville, TX 05440",Microsoft,32
03e3a23a-a77a-41da-9ecd-3f2ff9e5bc90,Ann Becker,AB@gmail.com,['dogs'],33,"443 Chan View Suite 154
Savagetown, DE 32530",Apple,77
98411adf-cfc0-400d-aac8-e215571ef3f2,Ida Cantu,IC@gmail.com,"['healthy eating', 'public speaking', 'food']",29,"67413 Lawrence Valleys
South Victortown, PA 70424",Huawei,91
4607d7b0-3313-49b8-9f73-5b8227fc5b67,Jason Roberts,JR@gmail.com,['cooking'],10,"1827 Margaret Trace
South Geoffreyton, RI 20288",Google,90
1798905d-6c3a-4e5d-a9d1-ce429b1260d7,Billy Alberts,BA@gmail.com,['studying'],32,"11602 Hartman Islands Apt. 473
North Kimberly, WV 56982",Huawei,46
08c64787-e47b-4a7f-b00b-5590eb5fbc3a,Sun Edwards,SE@gmail.com,"['soccer', 'veganism']",27,"Unit 4373 Box 3248
DPO AA 01188",Apple,85
2af7f476-41b6-4147-aac7-0bbcb5043895,Thomas Goehner,TG@gmail.com,"['veganism', 'studying']",9,"PSC 3816, Box 4398
APO AA 82519",Microsoft,60
64b33556-9ecf-4ebc-8b4c-f829ab1a4881,Michael Tuite,MT@gmail.com,"['food', 'animals']",16,"81554 Martin Isle Suite 028
Ballville, WA 57059",Motorola,81
e89d4cb0-3bec-43b8-8060-719983fe68a9,Steven Jones,SJ@gmail.com,['technology'],6,"913 Adam Plains Suite 065
South Charles, PA 69250",Microsoft,41
69532ce2-1ffe-4187-8042-0230d115b24e,Daryl Owens,DO@gmail.com,"['studying', 'healthy eating']",35,"022 Allison Branch
South John, IA 33036",Microsoft,11
427fa55b-7f49-4981-bcd7-59fee8efb512,Perry North,PN@gmail.com,['science'],27,"0719 Ronald Ports
Theresaland, IL 26004",HTC,15
1582dac6-ebec-43ed-a34a-1a202ca72627,Marguerite Mccoy,MM@gmail.com,['animals'],0,"60083 Bishop Garden
Robertstad, CA 11888",Google,88
48e834aa-fd4a-4206-93e8-ac8fdac613bc,Marc Reed,MR@gmail.com,['travel'],3,"359 Deanna Vista Apt. 925
Tommyborough, TN 75663",Samsung,6
48bed4d7-0329-472c-96d9-b23a103eb834,Mark Henderson,MH@gmail.com,"['cooking', 'veganism', 'tennis']",36,"7091 Lara Causeway Suite 453
New Lauren, RI 21033",Microsoft,48
ad4bd878-55e7-487c-a4db-470b23bbd832,Eva Lollar,EL@gmail.com,"['veganism', 'cooking', 'food', 'science']",11,"08487 Heather Villages
Roseberg, WV 43804",Motorola,97
1e571af5-1796-424c-b744-a925897d44a3,Wanda Gross,WG@gmail.com,"['travel', 'food', 'healthy eating']",15,"09740 Jackson Park Apt. 253
Wilsonburgh, CA 24477",Google,86
ae600af5-c1f0-4b1f-adb0-1b4c246373e4,Joseph Mills,JM@gmail.com,"['soccer', 'fitness', 'healthy eating', 'veganism']",36,"313 Mark Manor Apt. 843
Luisborough, PA 96060",Samsung,79
2f112802-2501-45b5-a9d9-470cda6ef23e,Laverne Jones,LJ@gmail.com,"['travel', 'food', 'healthy eating']",10,"40259 Mark Mountains Suite 714
Lake Michaelchester, MI 25605",Google,73
d74e1b39-7b34-4bcb-a24d-e215097187f5,Sandra Hoff,SH@gmail.com,"['science', 'cooking', 'travel']",15,"746 Carrillo Glens
Foxport, OR 27431",HTC,54
7000ac2e-87a0-4e23-b342-5f150e03f9ef,Gerald Travis,GT@gmail.com,"['travel', 'veganism', 'healthy eating']",34,"741 Knight Manors
Taylorfurt, NE 98382",Huawei,20
b76ebf8d-3f04-4e7f-aec8-22575f68d9e2,Michael Deltoro,MD@gmail.com,"['food', 'culture']",30,"246 Joanna Fall
Holmesfort, SD 71673",Motorola,56
80c36ce2-2cef-4a47-a563-d2a60a2b1825,James Bradley,JB@gmail.com,"['culture', 'studying', 'education']",10,"85242 Elizabeth Bridge Apt. 195
Espinozaville, DC 50054",Samsung,16
bfe23c39-f814-4282-b0f7-506cd8295b8a,Lisa Kreiter,LK@gmail.com,['public speaking'],15,"658 Mcguire Forges Apt. 563
East Heatherburgh, WI 31780",Google,77
a6e32004-8866-40e5-aaeb-e159c13fd42a,Ruth Wilkins,RW@gmail.com,"['technology', 'dogs', 'tennis', 'animals']",23,"6436 Michele River Suite 127
Port Kristina, NJ 05832",Microsoft,30
cafa0d07-63be-4b5b-bc7f-c4f4091d403d,Eleanor Reyes,ER@gmail.com,"['science', 'education', 'tennis', 'science']",41,"2074 Martin Island Suite 412
Bryanton, MD 22137",HTC,52
ae4eaf32-9db8-457d-ad58-1c4fad4b7eff,Guy Johnson,GJ@gmail.com,"['food', 'tennis', 'cooking', 'travel']",30,"1656 Megan Vista
Lake Kristin, FL 81830",Samsung,83
b841358a-d8ff-412e-b940-3a95fd31291b,John Arnaud,JA@gmail.com,['soccer'],26,"USCGC Cunningham
FPO AE 04893",Apple,81
1a1be722-70b0-47e0-a737-1700cffa1e6d,Alan Rodriguez,AR@gmail.com,"['fitness', 'food', 'technology', 'studying']",32,"564 Gina Fall
New Erin, NC 41873",Samsung,44
4291e9a9-b4a8-42e1-b032-520b16f93888,Taylor Webster,TW@gmail.com,"['travel', 'dogs', 'travel']",6,"7013 Brett Canyon
Derrickfurt, TN 95557",Samsung,90
05782669-264e-4c14-990e-14c8dbb13bef,Jerrie Criswell,JC@gmail.com,"['veganism', 'education', 'science', 'food']",7,"34020 Joshua Mission Suite 487
South Robertburgh, CT 26156",Huawei,33
15cf4392-8541-422b-8957-a9c0380c11d9,Matthew Henning,MH@gmail.com,"['fitness', 'cooking', 'healthy eating', 'soccer']",39,"83443 Briana Crossing
Haleyland, MT 05041",Huawei,30
75ef996f-dee4-47d9-87e2-9b58ebd76ff0,Sharon Bishop,SBhcjcholecn,"[0, 1, 2, 3]",28,"619 Wheeler Lake
Coreyview, ND 23104",HTC,97
78703a69-8edc-458f-b0fc-85d96501dcdc,Patrick Dahlman,PD@gmail.com,['education'],1,"290 Yates Loaf
Melissaville, AL 10176",Motorola,3
76cb4dbe-7748-49ab-8179-6e3f3b840dd6,Helen Shull,HS@gmail.com,"['technology', 'education', 'soccer']",14,"23420 Brennan Mountains
Maddenfort, VT 01314",Google,12
5d33137a-3306-4d5f-8ab1-48d2446a12b0,Raymond Smith,RS@gmail.com,['veganism'],0,"PSC 9104, Box 9179
APO AP 34539",HTC,41
e43acf25-fcfb-4dbf-bc8c-ccbe16c329e7,Lloyd Golden,LG@gmail.com,"['healthy eating', 'healthy eating', 'soccer']",7,"9881 Evans Mission Suite 442
Garyshire, WA 20202",Huawei,50
e32722f4-69b1-4aff-b13b-8928ea08fd6a,Margaret Spiro,MS@gmail.com,"['dogs', 'education']",41,"7883 Bridges Stravenue
Charlesside, MT 36340",Microsoft,97
bcdf88dc-2a52-4716-bc24-a1b46040c8ce,Edwin Raley,ER@gmail.com,['fitness'],36,"8817 Peters Mountain
Patrickberg, NH 71632",HTC,69
fa3e42f0-71d8-455f-b024-e52d5c27a145,Dayna Walton,DW@gmail.com,"['education', 'healthy eating', 'soccer', 'veganism']",4,"1794 Robertson Loaf Suite 046
New Craigshire, GA 17333",Motorola,35
33c1cee6-ae56-4f8e-84fc-ee0a4b7bbf4c,Jenny Young,JY@gmail.com,['technology'],5,"11861 Payne Light Apt. 577
Melissamouth, AZ 68375",HTC,49
cf34e8ee-f508-47bc-baa1-bcc576e1084d,Nicholas Nickerson,NN@gmail.com,"['fitness', 'technology', 'healthy eating', 'education']",24,"16998 Thomas Curve Suite 874
Karenview, MD 20823",Huawei,10
2a41e628-4cc5-4765-af2e-8b3dec750c0b,Ann Jarvi,AJ@gmail.com,"['healthy eating', 'veganism', 'animals']",30,"659 Kelsey Parkways Suite 400
Port Jonathonshire, IN 82069",Motorola,46
bf970f55-66c1-402d-a5d7-f086421516c9,Gertrude Heaps,GH@gmail.com,"['food', 'public speaking', 'cooking', 'fitness']",28,"2287 Bishop Throughway
South Caitlin, TN 32386",Apple,78
a6133f47-5586-434e-8be1-1e7122db1c0e,Lisa Kemp,LK@gmail.com,"['studying', 'culture', 'travel', 'public speaking']",40,"974 Oliver Mountain
North Richardport, UT 44941",Microsoft,26
11f207c2-0113-47e5-aa9a-df2c7b91ac75,Johnnie Root,JR@gmail.com,"['culture', 'public speaking', 'technology']",2,"8830 Cox View
Brittanystad, MT 70810",Google,17
56b8948a-68bd-425f-b842-eabe6bcfacca,Wanda Perry,WP@gmail.com,['fitness'],44,"9539 Sierra Spur
Schwartzfurt, VA 40451",HTC,47
8b49caad-bcc5-43de-bf40-34a66ff8805c,James Phillips,JP@gmail.com,['food'],25,"8389 Torres Street
South Maria, AL 04577",Microsoft,3
8f3d5674-544d-4f70-b4c1-7b9d93371855,John Rancourt,JR@gmail.com,"['studying', 'fitness']",5,"140 Smith Forges
South Heatherbury, NC 69055",Google,96
d27670c9-f85e-43e0-80a7-122cba908f10,Douglas Jones,DJ@gmail.com,"['dogs', 'dogs', 'cooking', 'soccer']",44,"Unit 8764 Box 5726
DPO AE 56727",Huawei,20
18c56602-937e-4ff3-bc6c-43f0b14212ca,Boyd Prince,BP@gmail.com,['science'],26,"1630 Jimenez Ports Suite 217
West Ashleyfort, CA 00796",Motorola,65
e79a2e98-57b4-4469-8da4-87f338460d42,Gilbert Griffin,GG@gmail.com,"['public speaking', 'science', 'culture', 'culture']",35,"0496 Patterson Throughway Suite 903
Lake Brianstad, PA 93061",Apple,63
a8d09ab9-44c6-493c-afdf-93888822a4b0,Brady Novak,BN@gmail.com,"['public speaking', 'fitness']",33,"42154 Susan Hollow Apt. 881
New Robertton, MI 26982",Apple,13
3956593b-7739-426a-b7a5-e841c95a5df9,Richard Uhlig,RU@gmail.com,"['education', 'dogs']",8,"36285 Matthew Lake
Veronicaton, ND 33947",Apple,57
49f49bcf-17fe-4edd-990d-16c3d1df931b,Melvin Powell,MP@gmail.com,"['public speaking', 'veganism']",39,"42707 Kim Summit Suite 300
Port Tiffanychester, MI 85051",Samsung,45
95f4bf3f-7eb7-429a-9f48-0f7cbdf0beaa,Kenneth Elder,KE@gmail.com,"['culture', 'soccer', 'culture']",38,"61520 Washington Hollow
Lawrencehaven, ND 11805",Motorola,69
568e7c6f-b1e9-4a85-897c-aaaaa0ce8832,Orlando Sapp,OS@gmail.com,"['cooking', 'education', 'food', 'travel']",14,"276 Abigail Club Suite 257
Rogershaven, TX 09776",Motorola,3
4dc7482d-e44b-47cc-bc27-7bf663497997,Rachel Taylor,RT@gmail.com,"['travel', 'veganism', 'food', 'cooking']",26,"399 William Oval
North William, NC 22079",Huawei,91
85eca06e-b8db-4fd9-b083-da47572c40b2,Kenneth Frye,KF@gmail.com,"['food', 'studying']",11,"66770 Cardenas Fields
Jackfurt, DE 71283",Apple,67
d71363d5-6468-44b0-b641-94c4776bce98,Mary Cox,MC@gmail.com,"['tennis', 'science', 'soccer', 'culture']",20,"0535 Tucker Freeway
Danielview, OR 46067",Huawei,91
